name,height,age,season,team_name,team_id,injury_type,injury_beginning_date,injury_recovering_date
Matej Čibej,186,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2024-05-24,2024-06-21
Matej Čibej,186,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2024-02-20,2024-03-22
Dalibor Đapa,205,38,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2024-05-08,2024-05-18
Dalibor Đapa,205,38,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-11-24,2023-12-10
Dalibor Đapa,205,38,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-12-26,2024-01-02
Kevaughn M Allen,188,27,2023/2024,KK Cedevita Junior,90,Distensión muscular,2023-09-12,2023-09-20
Kevaughn M Allen,188,27,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-11-26,2023-12-27
Josip Batinić,196,24,2023/2024,KK Cedevita Junior,90,Lesión de cuádriceps,2024-03-11,2024-03-22
Josip Batinić,196,24,2023/2024,KK Cedevita Junior,90,Tendinitis rotuliana,2023-09-25,2023-10-26
Toni Bilić,204,18,2023/2024,KK Cedevita Junior,90,Esguince de tobillo,2023-10-26,2023-11-12
Toni Bilić,204,18,2023/2024,KK Cedevita Junior,90,Esguince de tobillo,2024-04-01,2024-04-08
Toni Bilić,204,18,2023/2024,KK Cedevita Junior,90,Contusión muscular,2024-06-07,2024-06-16
Toni Bilić,204,18,2023/2024,KK Cedevita Junior,90,Tendinitis rotuliana,2023-11-18,2023-12-17
Ivan Bogdanović,201,19,2023/2024,KK Cedevita Junior,90,Esguince de tobillo,2024-04-03,2024-04-14
Ivan Bogdanović,201,19,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2024-01-17,2024-02-12
Martin Jelić,200,23,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-11-10,2023-12-17
Martin Jelić,200,23,2023/2024,KK Cedevita Junior,90,Lumbalgia,2024-05-19,2024-06-08
Martin Jelić,200,23,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2024-01-23,2024-02-10
Martin Jelić,200,23,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2024-03-02,2024-03-15
Ivan Karačić,204,27,2023/2024,KK Cedevita Junior,90,Lumbalgia,2023-11-22,2023-12-03
Ivan Karačić,204,27,2023/2024,KK Cedevita Junior,90,Esguince de tobillo,2024-05-12,2024-05-27
Ivan Karačić,204,27,2023/2024,KK Cedevita Junior,90,Fractura de dedo,2024-02-17,2024-03-23
Ivan Karačić,204,27,2023/2024,KK Cedevita Junior,90,Fractura de dedo,2023-09-07,2023-09-27
Jan Kosi,204,26,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2024-05-10,2024-05-23
Jan Kosi,204,26,2023/2024,KK Cedevita Junior,90,Distensión muscular,2023-10-09,2023-10-15
Jan Kosi,204,26,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2023-12-28,2024-01-15
Jan Kosi,204,26,2023/2024,KK Cedevita Junior,90,Contusión muscular,2024-04-25,2024-05-02
Vito Kučić,191,21,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2023-09-21,2023-10-06
Vito Kučić,191,21,2023/2024,KK Cedevita Junior,90,Tendinitis rotuliana,2024-02-08,2024-03-04
Marko Ljubičić,205,18,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2023-09-24,2023-10-07
Marko Ljubičić,205,18,2023/2024,KK Cedevita Junior,90,Esguince de tobillo,2023-11-10,2023-11-30
Marko Ljubičić,205,18,2023/2024,KK Cedevita Junior,90,Distensión muscular,2024-03-02,2024-03-12
Austin Luke,194,28,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-10-18,2023-11-10
Austin Luke,194,28,2023/2024,KK Cedevita Junior,90,Lesión de cuádriceps,2023-12-03,2023-12-23
Austin Luke,194,28,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2024-03-23,2024-04-14
Antun Maričević,209,26,2023/2024,KK Cedevita Junior,90,Tendinitis rotuliana,2024-05-02,2024-05-28
Antun Maričević,209,26,2023/2024,KK Cedevita Junior,90,Lumbalgia,2023-11-25,2023-12-12
Antun Maričević,209,26,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2023-10-01,2023-10-15
Luka Mršić,193,21,2023/2024,KK Cedevita Junior,90,Lesión de isquiotibiales,2024-05-05,2024-05-28
Luka Mršić,193,21,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-12-02,2024-01-07
Petar Ogrizović,185,24,2023/2024,KK Cedevita Junior,90,Lumbalgia,2024-03-02,2024-03-21
Petar Ogrizović,185,24,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-11-06,2023-11-21
Petar Ogrizović,185,24,2023/2024,KK Cedevita Junior,90,Contusión muscular,2024-03-29,2024-04-08
Petar Ogrizović,185,24,2023/2024,KK Cedevita Junior,90,Contusión muscular,2023-10-03,2023-10-06
Sandro Rašić,191,22,2023/2024,KK Cedevita Junior,90,Lesión de cuádriceps,2024-05-26,2024-06-05
Sandro Rašić,191,22,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-12-24,2024-01-31
Sandro Rašić,191,22,2023/2024,KK Cedevita Junior,90,Lesión de cuádriceps,2024-04-09,2024-04-22
Renato Serdarušić,202,22,2023/2024,KK Cedevita Junior,90,Fractura de dedo,2024-02-25,2024-03-31
Renato Serdarušić,202,22,2023/2024,KK Cedevita Junior,90,Lumbalgia,2024-06-12,2024-06-21
Renato Serdarušić,202,22,2023/2024,KK Cedevita Junior,90,Lesión de hombro,2023-09-06,2023-09-22
Renato Serdarušić,202,22,2023/2024,KK Cedevita Junior,90,Distensión muscular,2024-04-28,2024-05-11
Filip Barna,201,23,2023/2024,KK Spartak Office Shoes,91,Distensión muscular,2024-05-09,2024-05-15
Filip Barna,201,23,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2024-02-17,2024-03-05
Filip Barna,201,23,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2024-05-17,2024-06-01
Andrija Bojić,206,30,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-03-12,2024-04-05
Andrija Bojić,206,30,2023/2024,KK Spartak Office Shoes,91,Lumbalgia,2023-12-30,2024-01-19
Luka Cerovina,200,23,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-06-20,2024-06-30
Luka Cerovina,200,23,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-05-13,2024-05-17
Aleksandar Cvetković,188,30,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2024-05-12,2024-05-25
Aleksandar Cvetković,188,30,2023/2024,KK Spartak Office Shoes,91,Esguince de tobillo,2024-03-25,2024-04-02
Aleksandar Cvetković,188,30,2023/2024,KK Spartak Office Shoes,91,Lumbalgia,2024-06-12,2024-06-19
Nemanja Gordić,193,35,2023/2024,KK Spartak Office Shoes,91,Esguince de tobillo,2023-10-17,2023-11-06
Nemanja Gordić,193,35,2023/2024,KK Spartak Office Shoes,91,Lesión de hombro,2024-02-03,2024-03-19
Nemanja Gordić,193,35,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2023-12-15,2024-01-06
Nemanja Gordić,193,35,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2023-09-28,2023-10-06
Aleksa Ilić,205,23,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-06-13,2024-06-21
Aleksa Ilić,205,23,2023/2024,KK Spartak Office Shoes,91,Lesión de hombro,2024-04-30,2024-06-03
Dušan Kutlešić,199,28,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2023-10-29,2023-11-22
Dušan Kutlešić,199,28,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2023-09-02,2023-09-19
Dušan Kutlešić,199,28,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2024-01-28,2024-02-18
Dušan Kutlešić,199,28,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-03-10,2024-04-01
Aleksandar Lazić,203,27,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2023-11-24,2023-12-05
Aleksandar Lazić,203,27,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-03-28,2024-04-02
Aleksandar Lazić,203,27,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2023-12-10,2023-12-28
Aleksandar Lazić,203,27,2023/2024,KK Spartak Office Shoes,91,Fractura de dedo,2024-03-20,2024-04-12
Aleksandar Marelja,207,30,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-02-21,2024-02-27
Aleksandar Marelja,207,30,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2023-09-24,2023-10-17
Vojin Medarević,206,21,2023/2024,KK Spartak Office Shoes,91,Lesión de hombro,2024-04-18,2024-05-06
Vojin Medarević,206,21,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-05-13,2024-05-18
Vojin Medarević,206,21,2023/2024,KK Spartak Office Shoes,91,Esguince de tobillo,2023-09-25,2023-10-10
Vojin Medarević,206,21,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-04-09,2024-05-07
Ilija Milijašević,189,19,2023/2024,KK Spartak Office Shoes,91,Contusión muscular,2024-06-23,2024-06-28
Ilija Milijašević,189,19,2023/2024,KK Spartak Office Shoes,91,Distensión muscular,2023-10-24,2023-10-31
Ilija Milijašević,189,19,2023/2024,KK Spartak Office Shoes,91,Lumbalgia,2024-02-12,2024-02-29
Ilija Milijašević,189,19,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-03-15,2024-04-12
Miloš Milisavljević,191,30,2023/2024,KK Spartak Office Shoes,91,Lesión de hombro,2024-01-06,2024-02-19
Miloš Milisavljević,191,30,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2024-02-23,2024-03-20
Miloš Milisavljević,191,30,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2023-11-08,2023-12-06
William Mosley,203,34,2023/2024,KK Spartak Office Shoes,91,Lumbalgia,2024-05-20,2024-06-05
William Mosley,203,34,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2024-02-08,2024-03-10
Relja Nagulić,196,17,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2023-12-21,2024-01-14
Relja Nagulić,196,17,2023/2024,KK Spartak Office Shoes,91,Fractura de dedo,2024-01-27,2024-02-22
Relja Nagulić,196,17,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2023-12-01,2023-12-15
Relja Nagulić,196,17,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2023-10-30,2023-11-21
Dušan Radosavljević,203,21,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-04-01,2024-04-22
Dušan Radosavljević,203,21,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2023-09-07,2023-09-25
Dušan Radosavljević,203,21,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-03-14,2024-03-29
Aleksandar Sokolović,193,30,2023/2024,KK Spartak Office Shoes,91,Esguince de tobillo,2023-09-29,2023-10-16
Aleksandar Sokolović,193,30,2023/2024,KK Spartak Office Shoes,91,Fractura de dedo,2023-11-22,2023-12-20
Pavle Steljić,189,15,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2023-10-02,2023-10-20
Pavle Steljić,189,15,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2024-06-04,2024-06-24
Pavle Steljić,189,15,2023/2024,KK Spartak Office Shoes,91,Esguince de tobillo,2024-04-19,2024-05-01
Pavle Stepanović,207,20,2023/2024,KK Spartak Office Shoes,91,Lesión de hombro,2023-12-24,2024-02-04
Pavle Stepanović,207,20,2023/2024,KK Spartak Office Shoes,91,Rotura de fibras,2024-05-19,2024-06-08
Marko Tejić,209,28,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2023-09-25,2023-10-30
Marko Tejić,209,28,2023/2024,KK Spartak Office Shoes,91,Lumbalgia,2024-04-01,2024-04-14
Marko Tejić,209,28,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2023-09-07,2023-09-18
Marko Tejić,209,28,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2023-12-25,2024-01-14
Slaven Čupković,205,35,2023/2024,KK Spartak Office Shoes,91,Lesión de cuádriceps,2023-12-09,2023-12-25
Slaven Čupković,205,35,2023/2024,KK Spartak Office Shoes,91,Tendinitis rotuliana,2023-11-30,2023-12-28
Slaven Čupković,205,35,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2024-05-21,2024-06-05
Slaven Čupković,205,35,2023/2024,KK Spartak Office Shoes,91,Lesión de isquiotibiales,2023-09-21,2023-10-13
